#	Sequence_name	block_2_18_60987833_60988552_patient_10::18:60987807-60988576
change	rank	file_name	score_pca	mean_ddba
Positive	1	ETS_known7_from_ELK1_3_from_ELK1_jaspar_MA0028.1.mlp	0.4261413999514646	0.10959439622833335
Positive	2	GFI1_3_from_Gfi_jaspar_MA0038.1.mlp	0.2442743994769138	0.062199654198333336
Positive	3	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.20910271463636798	0.04168350786166666
Positive	4	GFI1B_1_from_Gfi1b_transfac_M01058.mlp	0.19751835946391777	0.1286532754
Positive	5	WT1_1_from_WT1_transfac_M01118.mlp	0.11872063097359446	0.023891626066666668
Positive	6	GFI1_2_from_Gfi1_transfac_M01067.mlp	0.11512800525438416	0.030881577201666666
Positive	7	ZNF740_4_from_Zfp740_jolma_DBD_M56.mlp	0.09116647378272699	0.018686531781666665
Positive	8	GFI1_1_from_Gfi-1_transfac_M00250.mlp	0.0842566230244984	0.05378605233333334
Positive	9	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.06339662965971242	0.011983116116666645
Positive	10	TEAD2_1_from_ETF_transfac_M00695.mlp	0.056511988046615586	0.010913253799999951
Negative	1	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	-0.6872516201251933	-0.18074227333666662
Negative	2	AHR::ARNT_3_from_Arnt::Ahr_jaspar_MA0006.1.mlp	-0.6112162291106759	-0.15544955230499996
Negative	3	PAX2_2_from_Pax-2_transfac_M00486.mlp	-0.20764508593222025	-0.041754553521666626
Negative	4	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.17084071533494075	-0.03342145291166666
Negative	5	NRF1_known2_from_NRF1_2_from_NRF1_jolma_full_M194.mlp	-0.1595760464582094	-0.11211456731666664
Negative	6	GATA_known7_from_GATA_1_from_GATA-X_transfac_M00203.mlp	-0.0943966469500019	-0.024004426228333334
Negative	7	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.07797963684945462	-0.014834819325000035
Negative	8	ZBTB14_3_from_Zfp161_bulyk_sc09-primary.mlp	-0.06794477166487721	-0.04075403460333333
Negative	9	NKX2-2_2_from_Nkx2-2_bulyk_cell08-2823.1.mlp	-0.060671732929587975	-0.040058478383333325
Negative	10	NKX2-4_1_from_Nkx2-4_bulyk_cell08-3074.1.mlp	-0.06039813086321739	-0.03735153894999999
