#	Sequence_name	block_2_18_60987833_60988552_patient_0::18:60987807-60988576
change	rank	file_name	score_pca	mean_ddba
Positive	1	HNF4_known10_from_HNF4A_5_from_HNF4_transfac_M01032.mlp	0.957405591237971	0.29740241516500004
Positive	2	HOXA3_1_from_HOXA3_transfac_M00395.mlp	0.5534880442077125	0.13472023233566668
Positive	3	HLTF_1_from_Hltf_jaspar_MA0109.1.mlp	0.534763726284051	0.12975645968833333
Positive	4	BARHL1_2_from_Barhl1_jolma_DBD_M467.mlp	0.25751654032719673	0.056575873086666666
Positive	5	TEAD2_1_from_ETF_transfac_M00695.mlp	0.24500502066639432	0.051735716350000016
Positive	6	GFI1_3_from_Gfi_jaspar_MA0038.1.mlp	0.24381943643798673	0.060034907801666655
Positive	7	GFI1B_1_from_Gfi1b_transfac_M01058.mlp	0.22764548672515772	0.12818175035
Positive	8	BARHL2_5_from_BARHL2_jolma_full_M461.mlp	0.21275464669670321	0.04719468195833334
Positive	9	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.1686081497350815	0.032787386356666684
Positive	10	POU2F2_known12_from_POU2F1_10_from_Oct-1_transfac_M00930.mlp	0.16088318332082205	0.05157180090000001
Negative	1	FOXO4_4_from_FOXO4_jolma_DBD_M432.mlp	-0.7586081413606068	-0.22663818549999995
Negative	2	FOXO6_2_from_FOXO6_jolma_DBD_M435.mlp	-0.7473904776055651	-0.22738492038333327
Negative	3	FOXP3_2_from_FOXP3_jolma_DBD_M437.mlp	-0.6718293517390999	-0.18565178893499998
Negative	4	FOXI1_3_from_FOXI1_jolma_full_M414.mlp	-0.6664675507080867	-0.19400372799666665
Negative	5	FOXL1_4_from_FOXL1_jolma_full_M423.mlp	-0.6540226525538169	-0.18249010409333333
Negative	6	FOXG1_5_from_Foxg1_jolma_DBD_M442.mlp	-0.6462526018402188	-0.183770813475
Negative	7	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.5621348935295849	-0.1427392537366667
Negative	8	FOXC1_7_from_Foxc1_jolma_DBD_M439.mlp	-0.5311182557799847	-0.1392659752116667
Negative	9	FOXK1_4_from_Foxk1_jolma_DBD_M448.mlp	-0.5165897114228808	-0.13046923058666668
Negative	10	HNF4_known8_from_HNF4_5_from_HNF4,-COUP_transfac_M00967.mlp	-0.49219407838864393	-0.1264946904816667
