#	Sequence_name	block_2_18_60987833_60988552_patient_4::18:60987807-60988576
change	rank	file_name	score_pca	mean_ddba
Positive	1	WT1_1_from_WT1_transfac_M01118.mlp	0.12696085751114838	0.027077770333333365
Positive	2	TFAP2_known4_from_TFAP2_2_from_AP-2_transfac_M00800.mlp	0.1116032671598551	0.04030966666666667
Positive	3	HLTF_1_from_Hltf_jaspar_MA0109.1.mlp	0.054847600692332917	0.01073444239500001
Positive	4	AP1_known7_from_AP1_8_from_AP-1_transfac_M00924.mlp	0.03658804747653898	0.01113092671166667
Positive	5	MAF_known2_from_MAF_2_from_MAF_transfac_M00983.mlp	0.03233866371937069	0.010267708075
Positive	6	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.025040858561928434	0.004622285428333334
Positive	7	SPZ1_1_from_Spz1_transfac_M00446.mlp	0.01663547195889938	0.004400259886666669
Positive	8	HOXA11_2_from_Hoxa11_jolma_DBD_M551.mlp	0.006667742272099492	0.0014784853866666675
Positive	9	HOXD9_3_from_Hoxd9_jolma_DBD_M561.mlp	0.0066659300129177056	0.0010833733166666683
Positive	10	HOXC11_4_from_HOXC11_jolma_full_M538.mlp	0.006509199240476073	0.001409655430000001
Negative	1	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.5554714340722988	-0.15171127991000005
Negative	2	TBX5_4_from_TBX5_jolma_DBD_M283.mlp	-0.45818368045056834	-0.12309329183833333
Negative	3	TBX5_1_from_TBX5_transfac_M01019.mlp	-0.4339903738515864	-0.13232964698333333
Negative	4	TBX4_1_from_TBX4_jolma_DBD_M281.mlp	-0.39352797765946496	-0.1060367441333333
Negative	5	TBX5_2_from_TBX5_transfac_M01020.mlp	-0.199244931064825	-0.052140653860000004
Negative	6	MGA_1_from_MGA_jolma_DBD_M257.mlp	-0.18403713841789215	-0.04818816180500001
Negative	7	HNF4_known8_from_HNF4_5_from_HNF4,-COUP_transfac_M00967.mlp	-0.13998865883469538	-0.03178154482666668
Negative	8	SP4_1_from_Sp4_bulyk_sc09-primary.mlp	-0.12221036284343655	-0.04834469584666667
Negative	9	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	-0.10980305880329626	-0.023302666823333346
Negative	10	TBX15_2_from_TBX15_jolma_DBD_M263.mlp	-0.10105629805557677	-0.029626642848333332
