#	Sequence_name	block_2_18_60987833_60988552_patient_3::18:60987807-60988576
change	rank	file_name	score_pca	mean_ddba
Positive	1	ZBTB14_2_from_ZF5_transfac_M00716.mlp	0.7673202090542779	0.21631787072999997
Positive	2	NR3C1_known5_from_NR3C1_3_from_GR_transfac_M00921.mlp	0.42004016192283755	0.09756832665166665
Positive	3	PAX2_2_from_Pax-2_transfac_M00486.mlp	0.41251521301801314	0.09251806965833333
Positive	4	FOXC1_7_from_Foxc1_jolma_DBD_M439.mlp	0.27869856675488	0.061214540574999976
Positive	5	FOXI1_2_from_FOXI1_jaspar_MA0042.1.mlp	0.19858297819144818	0.07738843258333335
Positive	6	NKX3-1_2_from_NKX3-1_jaspar_MA0124.1.mlp	0.17728823090866708	0.04030910976666667
Positive	7	TEAD2_1_from_ETF_transfac_M00695.mlp	0.12271507614535154	0.023972994366666653
Positive	8	NKX2-1_3_from_Titf1_bulyk_cell08-1722.2.mlp	0.12111419428034798	0.07664639984999999
Positive	9	FOXL1_1_from_Freac-7_transfac_M00293.mlp	0.09976989327021116	0.05066071875
Positive	10	HOXC10_2_from_HOXC10_jolma_DBD_M533.mlp	0.08418176738617171	0.020059683788333334
Negative	1	FOXI1_3_from_FOXI1_jolma_full_M414.mlp	-0.6767692717365081	-0.1975716532266667
Negative	2	FOXO6_2_from_FOXO6_jolma_DBD_M435.mlp	-0.6290448368821084	-0.17940126514000002
Negative	3	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.6050127606224354	-0.15556321783000002
Negative	4	FOXG1_5_from_Foxg1_jolma_DBD_M442.mlp	-0.5961816933979696	-0.16480268551166669
Negative	5	TCF3_5_from_E2A_transfac_M00973.mlp	-0.5788302576941118	-0.15761818846666667
Negative	6	FOXO4_4_from_FOXO4_jolma_DBD_M432.mlp	-0.5753644675132086	-0.15608648165833333
Negative	7	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	-0.5637098704416676	-0.14615981927333332
Negative	8	FOXD2_2_from_FOXD2_jolma_DBD_M409.mlp	-0.49673028468153246	-0.12491188306166663
Negative	9	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-0.48882320873534935	-0.11795242230999997
Negative	10	FOXK1_4_from_Foxk1_jolma_DBD_M448.mlp	-0.38053208303984404	-0.08900421875666666
