#	Sequence_name	block_2_18_60987833_60988552_patient_7::18:60987807-60988576
change	rank	file_name	score_pca	mean_ddba
Positive	1	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	0.3869175707561143	0.08615741855500005
Positive	2	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.22789021999249795	0.04599192019333337
Positive	3	TATA_known3_from_TBP_3_from_TBP_transfac_M00471.mlp	0.1984682280423971	0.047439371385000005
Positive	4	CEBPA_2_from_CEBPA_jaspar_MA0102.2.mlp	0.17206093804491546	0.03982050424333334
Positive	5	HLF_1_from_HLF_transfac_M00260.mlp	0.15983805988258137	0.05817718734999999
Positive	6	HLF_3_from_HLF_jolma_full_M374.mlp	0.15353554520585888	0.061010737466666666
Positive	7	ZNF740_4_from_Zfp740_jolma_DBD_M56.mlp	0.14730228997873085	0.03762643411666666
Positive	8	HLTF_1_from_Hltf_jaspar_MA0109.1.mlp	0.1428272006575085	0.028010410266666685
Positive	9	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	0.13296876442541003	0.026136563741666684
Positive	10	HLF_2_from_HLF_jaspar_MA0043.1.mlp	0.11777253634311358	0.04763532435
Negative	1	PAX2_2_from_Pax-2_transfac_M00486.mlp	-0.7262102793939299	-0.1929590588583333
Negative	2	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	-0.12733505164321457	-0.02440496368833331
Negative	3	GATA_known7_from_GATA_1_from_GATA-X_transfac_M00203.mlp	-0.0957788560325503	-0.024004426228333334
Negative	4	AHR::ARNT_3_from_Arnt::Ahr_jaspar_MA0006.1.mlp	-0.08559736820431169	-0.01627167873333329
Negative	5	MYC_known4_from_USF_2_from_USF_transfac_M00122.mlp	-0.05702912711093638	-0.010791714723333333
Negative	6	AHR::ARNT_1_from_AhR:Arnt_transfac_M00235.mlp	-0.05540089170594591	-0.030387342713333335
Negative	7	TBX5_4_from_TBX5_jolma_DBD_M283.mlp	-0.03209789826133349	-0.006834942415
Negative	8	FOXL1_4_from_FOXL1_jolma_full_M423.mlp	-0.015570289125286059	-0.0029329403366666544
Negative	9	OBOX1_1_from_Obox1_bulyk_cell08-3970.2.mlp	-0.014046061966207888	-0.00733246564
Negative	10	FOXA_known3_from_FOXA_1_from_HNF3_transfac_M00791.mlp	-0.010920952121633767	-0.003471051026666666
