#	Sequence_name	block_2_18_60987833_60988552_patient_8::18:60987807-60988576
change	rank	file_name	score_pca	mean_ddba
Positive	1	SRY_1_from_SRY_transfac_M00148.mlp	0.5017181980069987	0.11945855777166665
Positive	2	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.3645397994175038	0.07898091340000006
Positive	3	FOXI1_2_from_FOXI1_jaspar_MA0042.1.mlp	0.244364870410955	0.09480921243333335
Positive	4	ATF3_known13_from_CREB1_9_from_CREB_transfac_M00917.mlp	0.1660087582103268	0.0509311224
Positive	5	PAX2_2_from_Pax-2_transfac_M00486.mlp	0.15442180682090934	0.029449845041666697
Positive	6	NKX2-4_1_from_Nkx2-4_bulyk_cell08-3074.1.mlp	0.12729369887090572	0.07664046235000001
Positive	7	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.12305684554602851	0.023081612395000006
Positive	8	NKX2-5_5_from_Nkx2-5_bulyk_cell08-3436.1.mlp	0.11963856269381888	0.06710323969833333
Positive	9	NKX2-6_1_from_Nkx2-6_bulyk_cell08-3437.1.mlp	0.11310254778063299	0.063551388015
Positive	10	CEBPB_known3_from_CEBP_1_from_CorEBP_transfac_M00159.mlp	0.10666327050109367	0.02268115529666667
Negative	1	FOXD2_2_from_FOXD2_jolma_DBD_M409.mlp	-0.800281771389946	-0.23554897602333333
Negative	2	FOXK1_4_from_Foxk1_jolma_DBD_M448.mlp	-0.77400513803094	-0.2224673168633333
Negative	3	FOXO4_4_from_FOXO4_jolma_DBD_M432.mlp	-0.7598030142415567	-0.22663818549999995
Negative	4	FOXG1_5_from_Foxg1_jolma_DBD_M442.mlp	-0.7555000677289841	-0.22681054448333335
Negative	5	FOXO6_2_from_FOXO6_jolma_DBD_M435.mlp	-0.7478110793791737	-0.22738492038333327
Negative	6	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	-0.7273341007556113	-0.20567422250666667
Negative	7	FOXI1_3_from_FOXI1_jolma_full_M414.mlp	-0.7186675040766886	-0.21500530815
Negative	8	FOXP3_2_from_FOXP3_jolma_DBD_M437.mlp	-0.6743554944945259	-0.18565178893499998
Negative	9	FOXL1_4_from_FOXL1_jolma_full_M423.mlp	-0.6558543674160998	-0.18249010409333333
Negative	10	FOXC1_7_from_Foxc1_jolma_DBD_M439.mlp	-0.5328691037966278	-0.1392659752116667
