#	Sequence_name	block_1_18_60984827_60987028_patient_7::18:60984801-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	POU2F2_known12_from_POU2F1_10_from_Oct-1_transfac_M00930.mlp	0.4932087376657174	0.15508324023333334
Positive	2	POU2F2_known11_from_POU_2_from_Octamer_transfac_M00795.mlp	0.44349801196091543	0.13261828921333332
Positive	3	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	0.3840966675879526	0.1358035141666667
Positive	4	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	0.3816724730912718	0.13458475253333332
Positive	5	POU2F3_1_from_Pou2f3_bulyk_cell08-3986.2.mlp	0.3751397193823663	0.11611332258333334
Positive	6	POU2F2_1_from_Pou2f2_bulyk_cell08-3748.1.mlp	0.37132951757124955	0.1140423035
Positive	7	HOXD8_2_from_HOXD8_jolma_DBD_M550.mlp	0.3666545224920391	0.12212679919166668
Positive	8	POU2F2_known10_from_POU2F1_9_from_Oct-1_transfac_M00342.mlp	0.3467019104238687	0.10033482770500002
Positive	9	POU2F2_known5_from_POU2F1_5_from_Oct-1_transfac_M00161.mlp	0.3378954474725791	0.11604840081666666
Positive	10	SRY_1_from_SRY_transfac_M00148.mlp	0.32567074865201184	0.11008577756666667
Negative	1	NKX3-1_2_from_NKX3-1_jaspar_MA0124.1.mlp	-0.804792777689273	-0.2995484342833333
Negative	2	SOX5_1_from_SOX5_transfac_M00042.mlp	-0.6107763858923212	-0.20272365088333333
Negative	3	VDR_6_from_Vdr_jolma_DBD_M732.mlp	-0.444941510298111	-0.14849781516666666
Negative	4	VDR_5_from_VDR_jolma_full_M731.mlp	-0.42045225173926465	-0.13516761033333333
Negative	5	NR3C1_known13_from_AR_6_from_Ar_jaspar_MA0007.1.mlp	-0.35433262052572767	-0.10202375241666667
Negative	6	NR3C1_known4_from_AR_2_from_AR_transfac_M00481.mlp	-0.33347740413500404	-0.09345555026666669
Negative	7	SRY_3_from_SRY_jaspar_MA0084.1.mlp	-0.3255887427402859	-0.09540767025499998
Negative	8	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	-0.2607481198297351	-0.07392559781333334
Negative	9	SOX8_1_from_Sox8_bulyk_sc09-primary.mlp	-0.25991984635254856	-0.06925906285000001
Negative	10	NR2F2_1_from_ARP-1-(COUP-TF2)_transfac_M00155.mlp	-0.25224376867572884	-0.07233122363333334
