#	Sequence_name	block_1_18_60984827_60987028_patient_3::18:60984801-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	OTX_1_from_OTX_transfac_M01117.mlp	0.7186964326060464	0.20407138277499995
Positive	2	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	0.6673136799649334	0.170708843355
Positive	3	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	0.317119500928333	0.06480184735833337
Positive	4	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.3036430271474731	0.061037354561666625
Positive	5	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	0.23043290408563283	0.04529432659833335
Positive	6	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.23033485857598457	0.046535755983333316
Positive	7	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	0.2266427606776671	0.043791945594999965
Positive	8	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.19645773132609673	0.03791323068499996
Positive	9	PAX4_3_from_Pax-4_transfac_M00378.mlp	0.19571376246007557	0.048743485314999994
Positive	10	HMGA1_1_from_HMG-IY_transfac_M00750.mlp	0.18641251323082333	0.03803265661666671
Negative	1	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-1.3611301851118731	-0.5038601944750001
Negative	2	PAX2_2_from_Pax-2_transfac_M00486.mlp	-0.8880505025113955	-0.24777652027500005
Negative	3	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	-0.513042936694826	-0.11757681228333335
Negative	4	POU2F2_known7_from_POU2F1_7_from_Oct-1_transfac_M00195.mlp	-0.2036303446351982	-0.11370412158333332
Negative	5	SRY_1_from_SRY_transfac_M00148.mlp	-0.1526834571500244	-0.028926958973333295
Negative	6	POU3F3_1_from_Pou3f3_bulyk_cell08-3235.2.mlp	-0.07698820428291529	-0.11064506548333335
Negative	7	CDC5L_1_from_Cdc5_transfac_M00478.mlp	-0.07148046496653916	-0.07093611511666666
Negative	8	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.03864204064980797	-0.007129854516666625
Negative	9	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	-0.024337925991456715	-0.004150577431666592
Negative	10	FOXJ1_1_from_HFH4-(FOXJ1)_transfac_M00742.mlp	-0.023655339526224776	-0.02733727466666667
