#	Sequence_name	block_1_18_60984827_60987028_patient_10::18:60984801-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	RUNX2_1_from_AML1a_transfac_M00271.mlp	1.0160855963989044	0.42229737053499994
Positive	2	RUNX1_7_from_AML1_transfac_M00751.mlp	0.6062670375700091	0.19172201580000003
Positive	3	HOXA4_1_from_HOXA4_transfac_M00640.mlp	0.4783157669772626	0.13918539041666664
Positive	4	ZBTB33_known1_from_ZBTB33_1_from_KAISO_transfac_M01119.mlp	0.4148475965235467	0.12003226285000003
Positive	5	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.32987719669212207	0.09167929317666666
Positive	6	TCF12_known1_from_TCF12_1_from_HEB_transfac_M00698.mlp	0.2133509573496822	0.06217266388333334
Positive	7	TFAP4_4_from_AP-4_transfac_M00927.mlp	0.19850808748494778	0.049959417533333335
Positive	8	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.19247168192700415	0.04822756871666655
Positive	9	RUNX1_5_from_Evi-1_transfac_M00081.mlp	0.18626970790858421	0.0555021474
Positive	10	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	0.18517252097915465	0.046109297103333335
Negative	1	MAZ_1_from_MAZ_transfac_M00649.mlp	-0.9892167454007349	-0.3512355461000001
Negative	2	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	-0.5939304017132516	-0.2754608996666667
Negative	3	WT1_1_from_WT1_transfac_M01118.mlp	-0.5866182744760668	-0.18812137836666665
Negative	4	POU2F2_known7_from_POU2F1_7_from_Oct-1_transfac_M00195.mlp	-0.4629892667626154	-0.16341468682833335
Negative	5	ZNF281_1_from_Zfp281_bulyk_sc09-primary.mlp	-0.3946413716071647	-0.15243958451666664
Negative	6	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.3540778216851359	-0.14337772966666668
Negative	7	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.3529867957531392	-0.09855786815
Negative	8	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.34640628520909206	-0.09703192274999999
Negative	9	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	-0.33353615512087514	-0.09621330683333333
Negative	10	POU3F3_1_from_Pou3f3_bulyk_cell08-3235.2.mlp	-0.3104359660121865	-0.11064506548333335
