#	Sequence_name	block_1_18_60984827_60987028_patient_0::18:60984801-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	NKX3-1_2_from_NKX3-1_jaspar_MA0124.1.mlp	0.7229837358504515	0.21111848778333328
Positive	2	ZBTB33_known1_from_ZBTB33_1_from_KAISO_transfac_M01119.mlp	0.6381518484763373	0.2183592372333334
Positive	3	TFCP2_2_from_LBP-1_transfac_M00644.mlp	0.6106766453885983	0.1631953020333333
Positive	4	HOXD8_2_from_HOXD8_jolma_DBD_M550.mlp	0.4207895404397229	0.09967306052500001
Positive	5	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.34634735934776173	0.07579820903499994
Positive	6	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.31469123148409406	0.06793531849666663
Positive	7	NKX3-1_1_from_Nkx3-1_transfac_M00451.mlp	0.28264277407043126	0.12715200036666668
Positive	8	NR2E1_3_from_Nr2e1_jolma_DBD_M689.mlp	0.24029040137589872	0.0730838286
Positive	9	HOXC9_1_from_Hoxc9_bulyk_cell08-2367.2.mlp	0.23748388728200967	0.1302418737
Positive	10	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.22019837308774737	0.04473800940666662
Negative	1	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-1.2667824238788108	-0.4816862023083334
Negative	2	RUNX1_7_from_AML1_transfac_M00751.mlp	-1.0696300188527712	-0.3597075382666666
Negative	3	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	-1.056787293369581	-0.35049129492833325
Negative	4	FEV_1_from_FEV_jaspar_MA0156.1.mlp	-0.6999793954312803	-0.21109574790000005
Negative	5	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	-0.6902171779867876	-0.18364659502500003
Negative	6	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.6235291006221815	-0.15974987987500003
Negative	7	SPIB_1_from_SPIB_jaspar_MA0081.1.mlp	-0.30744676650107144	-0.06883893413000003
Negative	8	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	-0.29917651758252656	-0.07392559781333334
Negative	9	ELF5_1_from_ELF5_jaspar_MA0136.1.mlp	-0.2584379074762796	-0.060689756731666676
Negative	10	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	-0.25618770643816496	-0.05426476738333328
