#	Sequence_name	block_1_18_60984827_60987028_patient_9::18:60984801-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	0.4505763405212949	0.10341693164500003
Positive	2	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.34426008293502713	0.07468903405833331
Positive	3	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.34243329414617485	0.07286634834000001
Positive	4	SRY_1_from_SRY_transfac_M00148.mlp	0.3374100377758071	0.07317382178166666
Positive	5	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	0.16572683013052264	0.037039809283333336
Positive	6	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	0.14030099204753135	0.02686548755666655
Positive	7	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.13733974009679714	0.02633028686833323
Positive	8	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	0.11784074787858413	0.02284792953333337
Positive	9	ELF5_1_from_ELF5_jaspar_MA0136.1.mlp	0.06420266347502182	0.014020468049999983
Positive	10	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	0.06407204160755128	0.01217496028333327
Negative	1	GTF2I_1_from_TFII-I_transfac_M00706.mlp	-0.7872916012988952	-0.26311579616666664
Negative	2	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	-0.13161463922925348	-0.025022663150000072
Negative	3	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	-0.08684064933307033	-0.016478257233333467
Negative	4	HMGA1_1_from_HMG-IY_transfac_M00750.mlp	-0.0598331720974397	-0.011426129716666641
Negative	5	TFCP2_5_from_TFCP2_jolma_full_M63.mlp	-0.041035369431304675	-0.02426333333333333
Negative	6	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	-0.04036313880906907	-0.007453764910000001
Negative	7	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	-0.030182956091005186	-0.005565653063333333
Negative	8	PAX4_2_from_Pax-4_transfac_M00377.mlp	-0.013195765254004404	-0.003471573950000002
Negative	9	HOXA4_1_from_HOXA4_transfac_M00640.mlp	-0.012904703270046685	-0.0024258270333333467
Negative	10	HOXD9_1_from_Hoxd9_jolma_DBD_M559.mlp	-0.012530743749305929	-0.0025449074666666657
