#	Sequence_name	block_1_18_60984827_60987028_patient_4::18:60984801-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.7620837919324072	0.21750903247166656
Positive	2	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.7253426820842102	0.20279432694333333
Positive	3	SP100_1_from_Sp100_bulyk_sc09-primary.mlp	0.6660162728890764	0.2666182745266667
Positive	4	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	0.6519319513080596	0.17447968611
Positive	5	SMAD_1_from_SMAD_transfac_M00792.mlp	0.6419625210768568	0.17005600108666663
Positive	6	ZEB1_known1_from_ZEB1_1_from_AREB6_transfac_M00412.mlp	0.5167215594900931	0.21306712716666668
Positive	7	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	0.44149824588938336	0.10487325590333334
Positive	8	ELF5_1_from_ELF5_jaspar_MA0136.1.mlp	0.43418427050624664	0.11048814313333331
Positive	9	ZNF384_1_from_CIZ_transfac_M00734.mlp	0.28100768573730145	0.06873410003333334
Positive	10	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.26998857962903533	0.058644547650000094
Negative	1	RUNX1_7_from_AML1_transfac_M00751.mlp	-1.0611092788166725	-0.3597075382666666
Negative	2	NKX3-1_2_from_NKX3-1_jaspar_MA0124.1.mlp	-0.9243876759445266	-0.2995484342833333
Negative	3	SPI1_known1_from_SPI1_1_from_PU.1_transfac_M00658.mlp	-0.6964290076288632	-0.20610015876666665
Negative	4	SOX5_1_from_SOX5_transfac_M00042.mlp	-0.6790092033300081	-0.20272365088333333
Negative	5	POU2F2_known7_from_POU2F1_7_from_Oct-1_transfac_M00195.mlp	-0.32653092454073224	-0.14056981118333337
Negative	6	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	-0.2995447861273098	-0.07392559781333334
Negative	7	ETS_2_from_Ets_transfac_M00971.mlp	-0.29201821626514624	-0.06661801735000002
Negative	8	POU2F2_known12_from_POU2F1_10_from_Oct-1_transfac_M00930.mlp	-0.23467097319753685	-0.07655619016666666
Negative	9	SRY_1_from_SRY_transfac_M00148.mlp	-0.1944604175662772	-0.04048337444833334
Negative	10	NR3C1_known13_from_AR_6_from_Ar_jaspar_MA0007.1.mlp	-0.1834086758465871	-0.10202375241666667
