#	Sequence_name	block_1_18_60984827_60987028_patient_8::18:60984801-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	ETV4_1_from_PEA3_transfac_M00655.mlp	1.0213210161918114	0.33034724918333336
Positive	2	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	0.856404241777512	0.2448965796916666
Positive	3	SPIB_1_from_SPIB_jaspar_MA0081.1.mlp	0.6966306806847824	0.18766867367166665
Positive	4	SMAD_1_from_SMAD_transfac_M00792.mlp	0.6904478881327338	0.17866241744666667
Positive	5	HOXD8_2_from_HOXD8_jolma_DBD_M550.mlp	0.5046200341502963	0.12307720857666667
Positive	6	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	0.45989303893155226	0.10516634239999996
Positive	7	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.41520328240889026	0.09206175893333331
Positive	8	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	0.3913926959326352	0.08645446791166671
Positive	9	TATA_known3_from_TBP_3_from_TBP_transfac_M00471.mlp	0.29529734139409786	0.074060253385
Positive	10	TFAP2_known2_from_TFAP2A_1_from_AP-2alpha_transfac_M00469.mlp	0.2952939057192688	0.06357571188333336
Negative	1	RUNX1_7_from_AML1_transfac_M00751.mlp	-1.0755983346518672	-0.3597075382666666
Negative	2	MZF1_1_from_MZF1_transfac_M00083.mlp	-0.872465477927573	-0.2679292277333334
Negative	3	PAX2_2_from_Pax-2_transfac_M00486.mlp	-0.8584788566379155	-0.24777652027500005
Negative	4	SRY_1_from_SRY_transfac_M00148.mlp	-0.7477905246636657	-0.20380417213
Negative	5	SOX5_1_from_SOX5_transfac_M00042.mlp	-0.672910545368042	-0.20272365088333333
Negative	6	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	-0.6626907203883182	-0.1722550156500001
Negative	7	FOXO1_1_from_FOXO1_transfac_M00473.mlp	-0.49374681377907054	-0.14198071841666665
Negative	8	SRY_3_from_SRY_jaspar_MA0084.1.mlp	-0.3736758279824806	-0.09540767025499998
Negative	9	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.3156367040049134	-0.09551059145000003
Negative	10	FOXO4_1_from_FOXO4_transfac_M00472.mlp	-0.29890772939314353	-0.0885930338
