#	Sequence_name	block_0_18_60983893_60984144_patient_4::18:60983867-60984168
change	rank	file_name	score_pca	mean_ddba
Positive	1	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	0.8731665472875565	0.258949325245
Positive	2	MEOX2_4_from_Meox2_jolma_DBD_M596.mlp	0.8072159190766878	0.232943601205
Positive	3	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.8004157906140845	0.22735998767833335
Positive	4	HMGA1_1_from_HMG-IY_transfac_M00750.mlp	0.6359343891384954	0.16818580299833333
Positive	5	NKX6-1_4_from_NKX6-1_jolma_DBD_M605.mlp	0.63070156034788	0.17074561193499996
Positive	6	NKX6-1_5_from_NKX6-1_jolma_full_M606.mlp	0.5937342024265231	0.15777705752333335
Positive	7	HNF4_known10_from_HNF4A_5_from_HNF4_transfac_M01032.mlp	0.5623749583374766	0.13911229048316667
Positive	8	OTX2_3_from_OTX2_jolma_DBD_M615.mlp	0.48330803438423137	0.12329330194666667
Positive	9	MNX1_2_from_MNX1_jolma_DBD_M590.mlp	0.47416893565943224	0.12337634026333334
Positive	10	ALX1_4_from_Alx1_jolma_DBD_M454.mlp	0.4419739700249441	0.12327894906666666
Negative	1	DBP_1_from_DBP_transfac_M00624.mlp	-0.8137524702034229	-0.23552887898666663
Negative	2	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	-0.7913738379408806	-0.2479381142
Negative	3	CDX2_3_from_CDX2_jolma_DBD_M472.mlp	-0.7448115453623558	-0.23275943939999996
Negative	4	HOXC12_2_from_HOXC12_jolma_DBD_M540.mlp	-0.6821255397017056	-0.2154411996
Negative	5	CDX1_2_from_CDX1_jolma_DBD_M471.mlp	-0.6727386599628373	-0.19847820996666662
Negative	6	HOXD12_2_from_HOXD12_jolma_DBD_M546.mlp	-0.6649714172885713	-0.20748419354999995
Negative	7	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	-0.6474778985745842	-0.17000973572500003
Negative	8	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	-0.5806318990041689	-0.14923213829166668
Negative	9	SOX10_2_from_SOX10_jaspar_MA0442.1.mlp	-0.5772544883411154	-0.1454827878966667
Negative	10	HOXC10_6_from_Hoxc10_jolma_DBD_M555.mlp	-0.5635209138607989	-0.16853495471666669
