#	Sequence_name	block_0_18_60983893_60984144_patient_7::18:60983867-60984168
change	rank	file_name	score_pca	mean_ddba
Positive	1	CDX1_1_from_Cdx1_bulyk_cell08-2245.1.mlp	0.11045241473328728	0.03357275245
Positive	2	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	0.08674650647168927	0.020263011060000002
Positive	3	NR1H4_3_from_PXR,-CAR,-LXR,-FXR_transfac_M00964.mlp	0.06749161218095845	0.016527433324999997
Positive	4	HOXC10_5_from_Hoxc10_jolma_DBD_M554.mlp	0.021230128107035864	0.005178310844999998
Positive	5	HOXC12_2_from_HOXC12_jolma_DBD_M540.mlp	0.02039747198812991	0.0048375706999999974
Positive	6	HNF4_known11_from_HNF4A_6_from_HNF4_transfac_M01033.mlp	0.0166702825352759	0.0033833170373333515
Positive	7	HOXD12_2_from_HOXD12_jolma_DBD_M546.mlp	0.015564844269860299	0.0036162009499999827
Positive	8	HOXA10_1_from_Hoxa10_bulyk_cell08-2318.1.mlp	0.014898044995735396	0.0037717024666666685
Positive	9	NR1H_3_from_LXR,-PXR,-CAR,-COUP,-RAR_transfac_M00965.mlp	0.01143255183941042	0.002798743763833334
Positive	10	CRX_1_from_Crx_transfac_M00623.mlp	0.01140860359037405	0.0025711355533333314
Negative	1	TATA_known1_from_TBP_1_from_TATA_transfac_M00216.mlp	-0.6309253688830045	-0.1997255561
Negative	2	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	-0.503651824768847	-0.14923213829166668
Negative	3	TATA_known5_from_TBP_5_from_TBP_jaspar_MA0108.2.mlp	-0.25896421441661216	-0.07576389050500001
Negative	4	TATA_known2_from_TBP_2_from_TATA_transfac_M00252.mlp	-0.25896421441661216	-0.07576389050500001
Negative	5	PHOX2B_2_from_PHOX2B_jolma_DBD_M621.mlp	-0.12524171287831845	-0.036126195938333334
Negative	6	UNCX_4_from_Uncx_jolma_DBD_M645.mlp	-0.10655512203359442	-0.03149363038
Negative	7	PHOX2B_3_from_PHOX2B_jolma_full_M622.mlp	-0.1052874454508303	-0.03061465064166667
Negative	8	SRF_known8_from_SRF_8_from_Srf_bulyk_sc09-primary.mlp	-0.09211081361765712	-0.02701064126
Negative	9	SRF_known6_from_SRF_6_from_SRF_transfac_M01007.mlp	-0.055441877985648806	-0.016373407438333334
Negative	10	RHOXF1_1_from_Rhox11_bulyk_cell08-1765.2.mlp	-0.040629038754035264	-0.011773159864999999
