#	Sequence_name	RP11-322E11.6;-;up1000;down1000;+rnd531::18:33078300-33078911
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	0.059832628065000004	0.059832628065000004
Positive	2	ZNF281_1_from_Zfp281_bulyk_sc09-primary.mlp	0.03695721501666667	0.03695721501666667
Positive	3	NKX2-1_1_from_TTF1-(Nkx2-1)_transfac_M00432.mlp	0.034658519963333335	0.034658519963333335
Positive	4	IRX5_1_from_Irx5_bulyk_cell08-2385.1.mlp	0.03200970764666667	0.03200970764666667
Positive	5	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	0.030969060944999998	0.030969060944999998
Positive	6	MZF1_4_from_MZF1:5-13_jaspar_MA0057.1.mlp	0.029864393461666656	0.029864393461666656
Positive	7	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	0.026862987313333326	0.026862987313333326
Positive	8	IRX2_1_from_Irx2_bulyk_cell08-0900.3.mlp	0.026788666453333335	0.026788666453333335
Positive	9	IRX3_2_from_Irx3_bulyk_cell08-2226.1.mlp	0.023724431039999997	0.023724431039999997
Positive	10	IRX3_1_from_Irx3_bulyk_cell08-0920.1.mlp	0.022364738551666666	0.022364738551666666
Positive	11	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	0.021559992681666668	0.021559992681666668
Positive	12	IRX6_1_from_Irx6_bulyk_cell08-2623.2.mlp	0.018242361029999998	0.018242361029999998
Positive	13	WT1_1_from_WT1_transfac_M01118.mlp	0.015737058015000017	0.015737058015000017
Positive	14	SP1_known1_from_SP1_1_from_Sp1_transfac_M00008.mlp	0.01234969475	0.01234969475
Positive	15	FOXL1_2_from_FOXL1_jaspar_MA0033.1.mlp	0.010459628783333336	0.010459628783333336
Negative	1	HOXA4_1_from_HOXA4_transfac_M00640.mlp	-0.14237189949833334	-0.14237189949833334
Negative	2	MZF1_1_from_MZF1_transfac_M00083.mlp	-0.11847648476666665	-0.11847648476666665
Negative	3	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.09538000396499997	-0.09538000396499997
Negative	4	HOXD8_2_from_HOXD8_jolma_DBD_M550.mlp	-0.07891943536	-0.07891943536
Negative	5	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	-0.030399073860000004	-0.030399073860000004
Negative	6	MZF1_2_from_MZF1_transfac_M00084.mlp	-0.021467242526666666	-0.021467242526666666
Negative	7	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	-0.019458046756666666	-0.019458046756666666
Negative	8	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	-0.01762219327833333	-0.01762219327833333
Negative	9	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.011965863581666666	-0.011965863581666666
Negative	10	EGR1_known4_from_EGR_2_from_KROX_transfac_M00982.mlp	-0.01006871019	-0.01006871019
Negative	11	SP1_known9_from_SP3_2_from_SP3_jolma_DBD_M30.mlp	-0.008857967084999996	-0.008857967084999996
Negative	12	CACD_2_from_CACD_transfac_M01113.mlp	-0.0036219702499999877	-0.0036219702499999877
Negative	13	BARHL2_2_from_BARHL2_jolma_DBD_M458.mlp	-0.0035819293300000006	-0.0035819293300000006
Negative	14	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	-0.003319021700000001	-0.003319021700000001
Negative	15	BARHL1_2_from_Barhl1_jolma_DBD_M467.mlp	-0.003169880055000004	-0.003169880055000004
