#	Sequence_name	SLC25A52;-;up1000;down1000;+rnd235::18:29341116-29341727
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	SOX10_1_from_SOX10_transfac_M01131.mlp	0.211991443795	0.211991443795
Positive	2	SOX10_2_from_SOX10_jaspar_MA0442.1.mlp	0.19554354380333336	0.19554354380333336
Positive	3	ZNF384_1_from_CIZ_transfac_M00734.mlp	0.1633355050833333	0.1633355050833333
Positive	4	SRY_1_from_SRY_transfac_M00148.mlp	0.022758951590000062	0.022758951590000062
Positive	5	BPTF_1_from_FAC1_transfac_M00456.mlp	0.01946999646666666	0.01946999646666666
Positive	6	RUNX1_7_from_AML1_transfac_M00751.mlp	0.018359336578333333	0.018359336578333333
Positive	7	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	0.014661239901666664	0.014661239901666664
Positive	8	IRX5_2_from_IRX5_jolma_DBD_M563.mlp	0.012822283333333332	0.012822283333333332
Positive	9	RUNX2_1_from_AML1a_transfac_M00271.mlp	0.0043652479916666525	0.0043652479916666525
Positive	10	NKX2-4_1_from_Nkx2-4_bulyk_cell08-3074.1.mlp	0.002321525283333342	0.002321525283333342
Positive	11	GLI2_1_from_GLI2_jolma_DBD_M10.mlp	0.001938805084999999	0.001938805084999999
Positive	12	NKX2-5_5_from_Nkx2-5_bulyk_cell08-3436.1.mlp	0.0006514975083333332	0.0006514975083333332
Positive	13	NKX2-6_1_from_Nkx2-6_bulyk_cell08-3437.1.mlp	0.00030179583333333327	0.00030179583333333327
Negative	1	HLTF_1_from_Hltf_jaspar_MA0109.1.mlp	-0.19052898642999996	-0.19052898642999996
Negative	2	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.14919403230333336	-0.14919403230333336
Negative	3	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.12755806480000006	-0.12755806480000006
Negative	4	NR3C1_known5_from_NR3C1_3_from_GR_transfac_M00921.mlp	-0.12186782193333336	-0.12186782193333336
Negative	5	NFY_known1_from_NFY_1_from_NF-Y_transfac_M00185.mlp	-0.06918456318333334	-0.06918456318333334
Negative	6	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	-0.056264287224999994	-0.056264287224999994
Negative	7	KLF12_1_from_AP-2rep_transfac_M00468.mlp	-0.02887482468166666	-0.02887482468166666
Negative	8	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.02858508208666666	-0.02858508208666666
Negative	9	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	-0.01970221776666667	-0.01970221776666667
Negative	10	HMGA1_2_from_HMGIY_transfac_M01010.mlp	-0.019503852133333336	-0.019503852133333336
Negative	11	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-0.006674814628333358	-0.006674814628333358
Negative	12	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	-0.0036993594	-0.0036993594
Negative	13	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.002810845400000001	-0.002810845400000001
Negative	14	FOXA_known5_from_FOXA1_2_from_FOXA1_jaspar_MA0148.1.mlp	-0.0015612508500000013	-0.0015612508500000013
Negative	15	TCF3_5_from_E2A_transfac_M00973.mlp	-0.00132683776166667	-0.00132683776166667
