#	Sequence_name	SLC25A52;-;up1000;down1000;+rnd221::18:29341102-29341713
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	0.21282149064666664	0.21282149064666664
Positive	2	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.05787634333666667	0.05787634333666667
Positive	3	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.0413083689216667	0.0413083689216667
Positive	4	BPTF_1_from_FAC1_transfac_M00456.mlp	0.024147445883333316	0.024147445883333316
Positive	5	ZEB1_known1_from_ZEB1_1_from_AREB6_transfac_M00412.mlp	0.023032383095	0.023032383095
Positive	6	SP1_known1_from_SP1_1_from_Sp1_transfac_M00008.mlp	0.021420802106666664	0.021420802106666664
Positive	7	RUNX1_7_from_AML1_transfac_M00751.mlp	0.017438926333333334	0.017438926333333334
Positive	8	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.01729884142499999	0.01729884142499999
Positive	9	SOX10_2_from_SOX10_jaspar_MA0442.1.mlp	0.009886335450000026	0.009886335450000026
Positive	10	IRX5_2_from_IRX5_jolma_DBD_M563.mlp	0.009582137366666669	0.009582137366666669
Positive	11	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	0.008563573983333338	0.008563573983333338
Positive	12	MYF6_1_from_Myf6_bulyk_sc09-primary.mlp	0.006923100126666666	0.006923100126666666
Positive	13	HLTF_1_from_Hltf_jaspar_MA0109.1.mlp	0.0038800704850000044	0.0038800704850000044
Positive	14	HMGA1_2_from_HMGIY_transfac_M01010.mlp	0.0027016365666666857	0.0027016365666666857
Positive	15	GLI2_1_from_GLI2_jolma_DBD_M10.mlp	8.495725666666732e-05	8.495725666666732e-05
Negative	1	SRY_1_from_SRY_transfac_M00148.mlp	-0.11961280796	-0.11961280796
Negative	2	IKZF2_1_from_Ik-2_transfac_M00087.mlp	-0.033213801055	-0.033213801055
Negative	3	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	-0.022639502138333333	-0.022639502138333333
Negative	4	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	-0.011431574766666666	-0.011431574766666666
Negative	5	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-0.00848086611333336	-0.00848086611333336
Negative	6	KLF12_1_from_AP-2rep_transfac_M00468.mlp	-0.003615255549999993	-0.003615255549999993
Negative	7	RUNX2_1_from_AML1a_transfac_M00271.mlp	-0.0032688289466666497	-0.0032688289466666497
Negative	8	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.0028634543866666823	-0.0028634543866666823
Negative	9	FOXA_known5_from_FOXA1_2_from_FOXA1_jaspar_MA0148.1.mlp	-0.001775171299999997	-0.001775171299999997
Negative	10	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.0015830206733333343	-0.0015830206733333343
Negative	11	TCF3_5_from_E2A_transfac_M00973.mlp	-0.0010468679749999958	-0.0010468679749999958
Negative	12	MYOG_1_from_myogenin_transfac_M00712.mlp	-0.0008359892950000045	-0.0008359892950000045
Negative	13	NKX2-5_5_from_Nkx2-5_bulyk_cell08-3436.1.mlp	-0.0003067857716666647	-0.0003067857716666647
Negative	14	NFY_known1_from_NFY_1_from_NF-Y_transfac_M00185.mlp	-0.00017473393333333406	-0.00017473393333333406
Negative	15	NKX2-4_1_from_Nkx2-4_bulyk_cell08-3074.1.mlp	-0.00017070920000000157	-0.00017070920000000157
