#	Sequence_name	BCL2;-;up1000;down1000;+rnd679::18:60987040-60987651
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	PAX2_2_from_Pax-2_transfac_M00486.mlp	0.007367132619833329	0.007367132619833329
Positive	2	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	0.005457055623333333	0.005457055623333333
Positive	3	TEAD2_1_from_ETF_transfac_M00695.mlp	0.00527285909999996	0.00527285909999996
Positive	4	SRY_1_from_SRY_transfac_M00148.mlp	0.004820657533333332	0.004820657533333332
Positive	5	WT1_1_from_WT1_transfac_M01118.mlp	0.0022930101666667206	0.0022930101666667206
Positive	6	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	0.002279271404999998	0.002279271404999998
Positive	7	SOX10_2_from_SOX10_jaspar_MA0442.1.mlp	0.0015786983299999932	0.0015786983299999932
Positive	8	MAZ_1_from_MAZ_transfac_M00649.mlp	0.001573768900000024	0.001573768900000024
Positive	9	HOXD8_2_from_HOXD8_jolma_DBD_M550.mlp	0.0012589996035	0.0012589996035
Positive	10	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	0.00037033333333332436	0.00037033333333332436
Positive	11	CEBPB_known7_from_CEBP_5_from_CorEBP_transfac_M00912.mlp	0.00015359435333333368	0.00015359435333333368
Positive	12	ZNF384_1_from_CIZ_transfac_M00734.mlp	0.00014784973500000064	0.00014784973500000064
Positive	13	CDC5L_1_from_Cdc5_transfac_M00478.mlp	0.0001404306632	0.0001404306632
Positive	14	NFIL3_3_from_NFIL3_jolma_DBD_M392.mlp	2.2531495500000068e-05	2.2531495500000068e-05
Positive	15	POU1F1_4_from_POU1F1_jolma_DBD_M205.mlp	2.1202147666666646e-05	2.1202147666666646e-05
Negative	1	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	-0.14889132697833338	-0.14889132697833338
Negative	2	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.09377483169666669	-0.09377483169666669
Negative	3	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	-0.02643179643183333	-0.02643179643183333
Negative	4	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	-0.01854634278333335	-0.01854634278333335
Negative	5	ETV6_2_from_ETV6_jolma_full_M108.mlp	-0.013837774474999997	-0.013837774474999997
Negative	6	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	-0.011374776109666675	-0.011374776109666675
Negative	7	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.01134460102666667	-0.01134460102666667
Negative	8	ETS_2_from_Ets_transfac_M00971.mlp	-0.010042726921666663	-0.010042726921666663
Negative	9	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	-0.007443185281666673	-0.007443185281666673
Negative	10	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	-0.004871958015166665	-0.004871958015166665
Negative	11	ZBTB14_2_from_ZF5_transfac_M00716.mlp	-0.002603806033333349	-0.002603806033333349
Negative	12	SP1_known1_from_SP1_1_from_Sp1_transfac_M00008.mlp	-0.0025031622833333353	-0.0025031622833333353
Negative	13	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	-0.0021625782366666655	-0.0021625782366666655
Negative	14	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	-0.0013424889433333303	-0.0013424889433333303
Negative	15	HDX_1_from_Hdx_bulyk_cell08-3845.3.mlp	-0.001110840762	-0.001110840762
