#	Sequence_name	SLC25A52;-;up1000;down1000;+rnd35::18:29340916-29341527
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	0.06555215692333331	0.06555215692333331
Positive	2	CUX1_3_from_CDP-CR1_transfac_M00104.mlp	0.018524968849999997	0.018524968849999997
Positive	3	PAX2_2_from_Pax-2_transfac_M00486.mlp	0.011909506760000008	0.011909506760000008
Positive	4	HLTF_1_from_Hltf_jaspar_MA0109.1.mlp	0.009450240180000012	0.009450240180000012
Positive	5	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	0.0016495775383333505	0.0016495775383333505
Positive	6	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	0.0008210182916666714	0.0008210182916666714
Positive	7	MYOG_1_from_myogenin_transfac_M00712.mlp	0.0003982426450000013	0.0003982426450000013
Positive	8	HBP1_1_from_Hbp1_bulyk_sc09-primary.mlp	0.00017632533333333193	0.00017632533333333193
Positive	9	TCF3_5_from_E2A_transfac_M00973.mlp	0.00015574011999999648	0.00015574011999999648
Positive	10	FOXA_known5_from_FOXA1_2_from_FOXA1_jaspar_MA0148.1.mlp	0.0001482838999999971	0.0001482838999999971
Positive	11	NKX2-1_1_from_TTF1-(Nkx2-1)_transfac_M00432.mlp	0.000131303433333341	0.000131303433333341
Positive	12	GLI2_1_from_GLI2_jolma_DBD_M10.mlp	4.477087666666702e-05	4.477087666666702e-05
Negative	1	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	-0.27774498067	-0.27774498067
Negative	2	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.030925178691666663	-0.030925178691666663
Negative	3	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.030868130154999993	-0.030868130154999993
Negative	4	KLF12_1_from_AP-2rep_transfac_M00468.mlp	-0.026821883680000005	-0.026821883680000005
Negative	5	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	-0.016733699213333352	-0.016733699213333352
Negative	6	BPTF_1_from_FAC1_transfac_M00456.mlp	-0.014764009800000004	-0.014764009800000004
Negative	7	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	-0.014411699366666668	-0.014411699366666668
Negative	8	HMGA1_2_from_HMGIY_transfac_M01010.mlp	-0.011346011383333326	-0.011346011383333326
Negative	9	SRY_1_from_SRY_transfac_M00148.mlp	-0.010845223013333342	-0.010845223013333342
Negative	10	MYF6_1_from_Myf6_bulyk_sc09-primary.mlp	-0.0061376	-0.0061376
Negative	11	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	-0.004848810233333343	-0.004848810233333343
Negative	12	IKZF2_1_from_Ik-2_transfac_M00087.mlp	-0.004383333004999999	-0.004383333004999999
Negative	13	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	-0.0008025236666666685	-0.0008025236666666685
Negative	14	ZEB1_known1_from_ZEB1_1_from_AREB6_transfac_M00412.mlp	-0.00018134170999999942	-0.00018134170999999942
