#	Sequence_name	BCL2;-;up1000;down1000;+rnd426::18:60986787-60987398
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	TEAD2_1_from_ETF_transfac_M00695.mlp	0.10774070926666669	0.10774070926666669
Positive	2	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	0.09929860787666665	0.09929860787666665
Positive	3	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.08118083693166665	0.08118083693166665
Positive	4	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	0.05343908173333334	0.05343908173333334
Positive	5	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.04215833274666667	0.04215833274666667
Positive	6	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	0.03693068091999999	0.03693068091999999
Positive	7	WT1_1_from_WT1_transfac_M01118.mlp	0.03313477300000007	0.03313477300000007
Positive	8	SP1_known4_from_SP1_3_from_Sp1_transfac_M00931.mlp	0.020858833333333326	0.020858833333333326
Positive	9	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	0.0123694262	0.0123694262
Positive	10	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.0033115930483333315	0.0033115930483333315
Positive	11	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.003284818011666673	0.003284818011666673
Positive	12	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	0.002480824982000006	0.002480824982000006
Positive	13	SP1_known1_from_SP1_1_from_Sp1_transfac_M00008.mlp	0.00188160988333335	0.00188160988333335
Positive	14	MZF1_1_from_MZF1_transfac_M00083.mlp	0.0009889578333333365	0.0009889578333333365
Positive	15	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	0.0008161666666666642	0.0008161666666666642
Negative	1	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	-0.4571116641666668	-0.4571116641666668
Negative	2	ZNF281_1_from_Zfp281_bulyk_sc09-primary.mlp	-0.214360965	-0.214360965
Negative	3	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.1662617111666667	-0.1662617111666667
Negative	4	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	-0.0708000528333334	-0.0708000528333334
Negative	5	SP4_1_from_Sp4_bulyk_sc09-primary.mlp	-0.010895196999999987	-0.010895196999999987
Negative	6	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	-0.00796970425666668	-0.00796970425666668
Negative	7	RUNX2_1_from_AML1a_transfac_M00271.mlp	-0.005409887946666685	-0.005409887946666685
Negative	8	MZF1_2_from_MZF1_transfac_M00084.mlp	-0.005087415353333333	-0.005087415353333333
Negative	9	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.0050231666666666714	-0.0050231666666666714
Negative	10	RUNX1_7_from_AML1_transfac_M00751.mlp	-0.0017788953833333353	-0.0017788953833333353
Negative	11	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	-0.0016240098769999985	-0.0016240098769999985
Negative	12	HMGA1_1_from_HMG-IY_transfac_M00750.mlp	-0.0015867737033333417	-0.0015867737033333417
Negative	13	PAX2_2_from_Pax-2_transfac_M00486.mlp	-0.0012223864216666812	-0.0012223864216666812
Negative	14	HDX_1_from_Hdx_bulyk_cell08-3845.3.mlp	-0.0006469694965	-0.0006469694965
Negative	15	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	-0.0006142655083333338	-0.0006142655083333338
