#	Sequence_name	AC012123.1;+;up1000;down1000;+rnd326::18:30349329-30349940
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	SOX10_2_from_SOX10_jaspar_MA0442.1.mlp	0.2160537482866666	0.2160537482866666
Positive	2	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	0.15096868300333335	0.15096868300333335
Positive	3	SOX10_1_from_SOX10_transfac_M01131.mlp	0.13672998770333336	0.13672998770333336
Positive	4	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.1263054900416667	0.1263054900416667
Positive	5	SP1_known1_from_SP1_1_from_Sp1_transfac_M00008.mlp	0.07857811872333333	0.07857811872333333
Positive	6	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	0.07802530719999999	0.07802530719999999
Positive	7	OTX_1_from_OTX_transfac_M01117.mlp	0.06890563799666667	0.06890563799666667
Positive	8	MAZ_1_from_MAZ_transfac_M00649.mlp	0.026921366000000002	0.026921366000000002
Positive	9	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.01403508610666668	0.01403508610666668
Positive	10	KLF16_1_from_KLF16_jolma_DBD_M23.mlp	0.002123148899999996	0.002123148899999996
Positive	11	EGR1_known4_from_EGR_2_from_KROX_transfac_M00982.mlp	0.0018396545000000204	0.0018396545000000204
Positive	12	SP1_known9_from_SP3_2_from_SP3_jolma_DBD_M30.mlp	0.0016628068500000063	0.0016628068500000063
Positive	13	ZNF740_2_from_ZNF740_jolma_DBD_M50.mlp	0.0009952932999999864	0.0009952932999999864
Positive	14	SP1_known4_from_SP1_3_from_Sp1_transfac_M00931.mlp	0.0006504395000000055	0.0006504395000000055
Positive	15	MZF1_2_from_MZF1_transfac_M00084.mlp	0.00035163523333333404	0.00035163523333333404
Negative	1	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	-0.15481510048833333	-0.15481510048833333
Negative	2	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.09448689945999995	-0.09448689945999995
Negative	3	WT1_1_from_WT1_transfac_M01118.mlp	-0.08762000111666664	-0.08762000111666664
Negative	4	FOXO3_3_from_FOXO3_jaspar_MA0157.1.mlp	-0.08402067393333333	-0.08402067393333333
Negative	5	CDX_1_from_Cdx_transfac_M00991.mlp	-0.06388054641166667	-0.06388054641166667
Negative	6	FOXO4_2_from_FOXO4_transfac_M00476.mlp	-0.05489556435000001	-0.05489556435000001
Negative	7	FOXO3_2_from_FOXO3A_transfac_M01137.mlp	-0.04937380008333334	-0.04937380008333334
Negative	8	FOXJ3_2_from_FOXJ3_jolma_DBD_M419.mlp	-0.04237059309499999	-0.04237059309499999
Negative	9	FOXO1_1_from_FOXO1_transfac_M00473.mlp	-0.03675787222166666	-0.03675787222166666
Negative	10	FOXO1_3_from_FOXO1_jolma_DBD_M425.mlp	-0.032793043633333324	-0.032793043633333324
Negative	11	FOXO4_1_from_FOXO4_transfac_M00472.mlp	-0.03194485743666666	-0.03194485743666666
Negative	12	SPZ1_1_from_Spz1_transfac_M00446.mlp	-0.030292168533333334	-0.030292168533333334
Negative	13	FOXD2_2_from_FOXD2_jolma_DBD_M409.mlp	-0.028965240473333338	-0.028965240473333338
Negative	14	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	-0.02426867051499999	-0.02426867051499999
Negative	15	FOXK1_4_from_Foxk1_jolma_DBD_M448.mlp	-0.023478799823333337	-0.023478799823333337
