#	Sequence_name	INO80C;-;up1000;down1000;+rnd470::18:33078239-33078850
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	0.43603844725833335	0.43603844725833335
Positive	2	PDX1_3_from_Pdx1_jaspar_MA0132.1.mlp	0.19781176709	0.19781176709
Positive	3	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	0.16486616743333335	0.16486616743333335
Positive	4	ZBTB14_2_from_ZF5_transfac_M00716.mlp	0.16029430888666665	0.16029430888666665
Positive	5	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	0.10474911282	0.10474911282
Positive	6	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	0.03440807550333333	0.03440807550333333
Positive	7	MAZ_1_from_MAZ_transfac_M00649.mlp	0.02954895366666667	0.02954895366666667
Positive	8	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	0.021840478109999995	0.021840478109999995
Positive	9	CLOCK_1_from_CLOCK_jolma_DBD_M316.mlp	0.020342643061666665	0.020342643061666665
Positive	10	SP1_known4_from_SP1_3_from_Sp1_transfac_M00931.mlp	0.018822000000000002	0.018822000000000002
Positive	11	GCM_1_from_GCM_transfac_M00634.mlp	0.015996389458333333	0.015996389458333333
Positive	12	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.012176593671666687	0.012176593671666687
Positive	13	CDX_1_from_Cdx_transfac_M00991.mlp	0.009158334781666666	0.009158334781666666
Positive	14	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	0.007350432638333334	0.007350432638333334
Positive	15	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	0.0064150499	0.0064150499
Negative	1	CACD_2_from_CACD_transfac_M01113.mlp	-0.1639620273833333	-0.1639620273833333
Negative	2	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	-0.13040865061166665	-0.13040865061166665
Negative	3	MZF1_1_from_MZF1_transfac_M00083.mlp	-0.10643100017666664	-0.10643100017666664
Negative	4	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.07350449153166666	-0.07350449153166666
Negative	5	ZNF281_1_from_Zfp281_bulyk_sc09-primary.mlp	-0.05072822167833333	-0.05072822167833333
Negative	6	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.0395985	-0.0395985
Negative	7	MZF1_2_from_MZF1_transfac_M00084.mlp	-0.023115003898333333	-0.023115003898333333
Negative	8	EGR1_known4_from_EGR_2_from_KROX_transfac_M00982.mlp	-0.019208878265	-0.019208878265
Negative	9	SP1_known1_from_SP1_1_from_Sp1_transfac_M00008.mlp	-0.01439319941666667	-0.01439319941666667
Negative	10	ZNF740_2_from_ZNF740_jolma_DBD_M50.mlp	-0.010893653509999997	-0.010893653509999997
Negative	11	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.005234513700000002	-0.005234513700000002
Negative	12	SP1_known9_from_SP3_2_from_SP3_jolma_DBD_M30.mlp	-0.0026484346033333345	-0.0026484346033333345
Negative	13	KLF16_1_from_KLF16_jolma_DBD_M23.mlp	-0.0007497975816666648	-0.0007497975816666648
Negative	14	IKZF2_1_from_Ik-2_transfac_M00087.mlp	-0.0005608179716666669	-0.0005608179716666669
Negative	15	BPTF_1_from_FAC1_transfac_M00456.mlp	-0.0002028700266666672	-0.0002028700266666672
