#	Sequence_name	BCL2;-;up1000;down1000;+rnd514::18:60986875-60987486
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	0.2658116017416667	0.2658116017416667
Positive	2	ZBTB14_2_from_ZF5_transfac_M00716.mlp	0.25180578731	0.25180578731
Positive	3	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	0.04902519428333332	0.04902519428333332
Positive	4	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	0.04767039837333332	0.04767039837333332
Positive	5	PAX2_2_from_Pax-2_transfac_M00486.mlp	0.03750730402333335	0.03750730402333335
Positive	6	HMGA1_1_from_HMG-IY_transfac_M00750.mlp	0.035803407466666645	0.035803407466666645
Positive	7	SRY_1_from_SRY_transfac_M00148.mlp	0.031173522986666674	0.031173522986666674
Positive	8	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.012122063111666694	0.012122063111666694
Positive	9	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.0078048275683333295	0.0078048275683333295
Positive	10	MAZ_1_from_MAZ_transfac_M00649.mlp	0.007456430366666645	0.007456430366666645
Positive	11	POU3F4_3_from_POU3F4_jolma_DBD_M221.mlp	0.0070214013765000005	0.0070214013765000005
Positive	12	SP4_1_from_Sp4_bulyk_sc09-primary.mlp	0.005001738833333324	0.005001738833333324
Positive	13	POU3F1_3_from_POU3F1_jolma_DBD_M214.mlp	0.0047416526333333335	0.0047416526333333335
Positive	14	TFAP2_known1_from_TFAP2_1_from_AP-2_transfac_M00189.mlp	0.003784514400000005	0.003784514400000005
Positive	15	GLI2_1_from_GLI2_jolma_DBD_M10.mlp	0.001054250383333328	0.001054250383333328
Negative	1	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	-0.4709041763333333	-0.4709041763333333
Negative	2	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.3507787699833332	-0.3507787699833332
Negative	3	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.29099905903333334	-0.29099905903333334
Negative	4	MZF1_1_from_MZF1_transfac_M00083.mlp	-0.2110193103	-0.2110193103
Negative	5	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.1771601715333333	-0.1771601715333333
Negative	6	ZNF384_1_from_CIZ_transfac_M00734.mlp	-0.13434816275666664	-0.13434816275666664
Negative	7	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	-0.0771591470999999	-0.0771591470999999
Negative	8	WT1_1_from_WT1_transfac_M01118.mlp	-0.044315413200000014	-0.044315413200000014
Negative	9	NFATC2_1_from_NFATC2_jaspar_MA0152.1.mlp	-0.039894788181666675	-0.039894788181666675
Negative	10	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	-0.035602066033333324	-0.035602066033333324
Negative	11	ZNF281_1_from_Zfp281_bulyk_sc09-primary.mlp	-0.034087508333333315	-0.034087508333333315
Negative	12	MZF1_2_from_MZF1_transfac_M00084.mlp	-0.03216450281666667	-0.03216450281666667
Negative	13	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	-0.02885233637333331	-0.02885233637333331
Negative	14	SP100_1_from_Sp100_bulyk_sc09-primary.mlp	-0.028251540020000004	-0.028251540020000004
Negative	15	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	-0.025733745093333333	-0.025733745093333333
