#	Sequence_name	RNF165;+;up1000;down1000;+rnd190::18:43907061-43907672
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	SOX10_1_from_SOX10_transfac_M01131.mlp	0.16133311257166666	0.16133311257166666
Positive	2	TBX5_2_from_TBX5_transfac_M01020.mlp	0.05547049739333334	0.05547049739333334
Positive	3	HOXA4_1_from_HOXA4_transfac_M00640.mlp	0.017910880205000004	0.017910880205000004
Positive	4	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	0.0026582029216667066	0.0026582029216667066
Positive	5	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	0.001072924649999994	0.001072924649999994
Positive	6	NKX2-2_2_from_Nkx2-2_bulyk_cell08-2823.1.mlp	0.0006537009166666662	0.0006537009166666662
Positive	7	EGR1_known4_from_EGR_2_from_KROX_transfac_M00982.mlp	0.0003551060983333334	0.0003551060983333334
Positive	8	NKX2-5_1_from_Nkx2-5_transfac_M00240.mlp	0.00028374811666667866	0.00028374811666667866
Positive	9	ZNF384_1_from_CIZ_transfac_M00734.mlp	0.0002762582499999895	0.0002762582499999895
Positive	10	POU3F4_3_from_POU3F4_jolma_DBD_M221.mlp	0.00023563471666666655	0.00023563471666666655
Positive	11	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	0.00022786216666666423	0.00022786216666666423
Positive	12	TCF3_5_from_E2A_transfac_M00973.mlp	0.00016445139833332894	0.00016445139833332894
Negative	1	MAZ_1_from_MAZ_transfac_M00649.mlp	-0.25051233431666664	-0.25051233431666664
Negative	2	OTX_1_from_OTX_transfac_M01117.mlp	-0.09762467224499999	-0.09762467224499999
Negative	3	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.08995369928666665	-0.08995369928666665
Negative	4	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	-0.08226272261499999	-0.08226272261499999
Negative	5	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	-0.06843119053333332	-0.06843119053333332
Negative	6	SP1_known4_from_SP1_3_from_Sp1_transfac_M00931.mlp	-0.060194890883333324	-0.060194890883333324
Negative	7	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.0506216398	-0.0506216398
Negative	8	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	-0.04976594512833334	-0.04976594512833334
Negative	9	FOXI1_3_from_FOXI1_jolma_full_M414.mlp	-0.04336679776	-0.04336679776
Negative	10	WT1_1_from_WT1_transfac_M01118.mlp	-0.04251954844333334	-0.04251954844333334
Negative	11	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	-0.019273028204999976	-0.019273028204999976
Negative	12	IKZF2_1_from_Ik-2_transfac_M00087.mlp	-0.016794477123333332	-0.016794477123333332
Negative	13	KLF16_1_from_KLF16_jolma_DBD_M23.mlp	-0.016048723366666667	-0.016048723366666667
Negative	14	SP1_known9_from_SP3_2_from_SP3_jolma_DBD_M30.mlp	-0.013304636018333331	-0.013304636018333331
Negative	15	SP4_1_from_Sp4_bulyk_sc09-primary.mlp	-0.009467692391666666	-0.009467692391666666
