#	Sequence_name	RP11-322E11.6;-;up1000;down1000;+rnd279::18:33078048-33078659
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.15453174424500002	0.15453174424500002
Positive	2	ZBTB14_2_from_ZF5_transfac_M00716.mlp	0.10098650404833333	0.10098650404833333
Positive	3	SP1_known9_from_SP3_2_from_SP3_jolma_DBD_M30.mlp	0.004140674300000002	0.004140674300000002
Positive	4	ZBTB14_3_from_Zfp161_bulyk_sc09-primary.mlp	0.0038229107166666693	0.0038229107166666693
Positive	5	PDX1_3_from_Pdx1_jaspar_MA0132.1.mlp	0.002871462398333342	0.002871462398333342
Positive	6	IKZF2_1_from_Ik-2_transfac_M00087.mlp	0.002383627149999999	0.002383627149999999
Positive	7	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	0.0013719638833333346	0.0013719638833333346
Positive	8	MAZ_1_from_MAZ_transfac_M00649.mlp	0.000712096316666678	0.000712096316666678
Positive	9	ARID3A_2_from_Arid3a_bulyk_sc09-primary.mlp	0.0002003367066666668	0.0002003367066666668
Positive	10	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	0.00013095191666667353	0.00013095191666667353
Positive	11	FOXJ1_1_from_HFH4-(FOXJ1)_transfac_M00742.mlp	5.056030666666725e-05	5.056030666666725e-05
Negative	1	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.29379749785666665	-0.29379749785666665
Negative	2	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.2367754692766667	-0.2367754692766667
Negative	3	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	-0.22931069177000005	-0.22931069177000005
Negative	4	FOXL1_2_from_FOXL1_jaspar_MA0033.1.mlp	-0.14573118478833336	-0.14573118478833336
Negative	5	HOXA4_1_from_HOXA4_transfac_M00640.mlp	-0.05214814816166666	-0.05214814816166666
Negative	6	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	-0.04011545216166667	-0.04011545216166667
Negative	7	NKX6-2_1_from_Nkx6-2_transfac_M00489.mlp	-0.03474882266	-0.03474882266
Negative	8	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	-0.03280218650833334	-0.03280218650833334
Negative	9	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	-0.027050975866666657	-0.027050975866666657
Negative	10	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	-0.016084823030000004	-0.016084823030000004
Negative	11	SP1_known1_from_SP1_1_from_Sp1_transfac_M00008.mlp	-0.012864788175000004	-0.012864788175000004
Negative	12	SP1_known4_from_SP1_3_from_Sp1_transfac_M00931.mlp	-0.008112358816666667	-0.008112358816666667
Negative	13	BPTF_1_from_FAC1_transfac_M00456.mlp	-0.0066274844383333335	-0.0066274844383333335
Negative	14	FOXJ3_2_from_FOXJ3_jolma_DBD_M419.mlp	-0.006335887146666666	-0.006335887146666666
Negative	15	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-0.0035070088416667192	-0.0035070088416667192
