#	Sequence_name	RNF165;+;up1000;down1000;+rnd1::18:43906872-43907483
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	SRY_3_from_SRY_jaspar_MA0084.1.mlp	0.05517237503666666	0.05517237503666666
Positive	2	CEBPA_2_from_CEBPA_jaspar_MA0102.2.mlp	0.046742204610000004	0.046742204610000004
Positive	3	SRY_2_from_SRY_transfac_M00160.mlp	0.041101565083333326	0.041101565083333326
Positive	4	HOXA4_1_from_HOXA4_transfac_M00640.mlp	0.037106519069999996	0.037106519069999996
Positive	5	NKX2-1_1_from_TTF1-(Nkx2-1)_transfac_M00432.mlp	0.03558173456666667	0.03558173456666667
Positive	6	GCM_1_from_GCM_transfac_M00634.mlp	0.031614900960000004	0.031614900960000004
Positive	7	ZNF384_1_from_CIZ_transfac_M00734.mlp	0.027410407266666662	0.027410407266666662
Positive	8	FOXO3_2_from_FOXO3A_transfac_M01137.mlp	0.011890435041666666	0.011890435041666666
Positive	9	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	0.011552694866666663	0.011552694866666663
Positive	10	HNF4_known8_from_HNF4_5_from_HNF4,-COUP_transfac_M00967.mlp	0.005903090254999996	0.005903090254999996
Positive	11	NKX2-5_1_from_Nkx2-5_transfac_M00240.mlp	0.0013677899999999966	0.0013677899999999966
Positive	12	NKX2-8_3_from_NKX2-8_jolma_full_M602.mlp	0.0013284708500000003	0.0013284708500000003
Negative	1	MAZ_1_from_MAZ_transfac_M00649.mlp	-0.24875388201666668	-0.24875388201666668
Negative	2	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.24330658723333334	-0.24330658723333334
Negative	3	FOXJ3_2_from_FOXJ3_jolma_DBD_M419.mlp	-0.21584421276500002	-0.21584421276500002
Negative	4	HLTF_1_from_Hltf_jaspar_MA0109.1.mlp	-0.17315546774499999	-0.17315546774499999
Negative	5	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	-0.12517256545000002	-0.12517256545000002
Negative	6	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	-0.103189600225	-0.103189600225
Negative	7	BPTF_1_from_FAC1_transfac_M00456.mlp	-0.09182051721	-0.09182051721
Negative	8	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	-0.091431279195	-0.091431279195
Negative	9	TCF3_5_from_E2A_transfac_M00973.mlp	-0.08089292236	-0.08089292236
Negative	10	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.07117013551166669	-0.07117013551166669
Negative	11	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	-0.06848434313333333	-0.06848434313333333
Negative	12	SP1_known4_from_SP1_3_from_Sp1_transfac_M00931.mlp	-0.06015835576666667	-0.06015835576666667
Negative	13	WT1_1_from_WT1_transfac_M01118.mlp	-0.058754772965000014	-0.058754772965000014
Negative	14	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-0.05136618373833333	-0.05136618373833333
Negative	15	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.050967681313333346	-0.050967681313333346
