#	Sequence_name	RNF165;+;up1000;down1000;+rnd214::18:43907085-43907696
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	HOXA4_1_from_HOXA4_transfac_M00640.mlp	0.13221831403833334	0.13221831403833334
Positive	2	IKZF2_1_from_Ik-2_transfac_M00087.mlp	0.004764447578333335	0.004764447578333335
Positive	3	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	0.0017228119000000086	0.0017228119000000086
Positive	4	NKX2-5_1_from_Nkx2-5_transfac_M00240.mlp	0.0011013543500000016	0.0011013543500000016
Positive	5	ZNF384_1_from_CIZ_transfac_M00734.mlp	0.0008916924916666608	0.0008916924916666608
Positive	6	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	0.0007425152716666867	0.0007425152716666867
Positive	7	HNF4_known8_from_HNF4_5_from_HNF4,-COUP_transfac_M00967.mlp	0.0004117750899999982	0.0004117750899999982
Positive	8	FOXO3_2_from_FOXO3A_transfac_M01137.mlp	0.0003985357316666639	0.0003985357316666639
Positive	9	CDC5L_1_from_Cdc5_transfac_M00478.mlp	0.000301927499999993	0.000301927499999993
Positive	10	TEF_3_from_TEF_jolma_FL_M395.mlp	0.00016001036666666432	0.00016001036666666432
Positive	11	NKX2-1_1_from_TTF1-(Nkx2-1)_transfac_M00432.mlp	0.00015913654999999974	0.00015913654999999974
Positive	12	MAZ_1_from_MAZ_transfac_M00649.mlp	7.778629999999626e-05	7.778629999999626e-05
Positive	13	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	3.533653333333445e-05	3.533653333333445e-05
Negative	1	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.004777085139999997	-0.004777085139999997
Negative	2	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-0.0028343112066666998	-0.0028343112066666998
Negative	3	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.0018550019450000272	-0.0018550019450000272
Negative	4	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.001280239158333334	-0.001280239158333334
Negative	5	WT1_1_from_WT1_transfac_M01118.mlp	-0.001175747370000026	-0.001175747370000026
Negative	6	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	-0.0008861305833333336	-0.0008861305833333336
Negative	7	MYOG_1_from_myogenin_transfac_M00712.mlp	-0.0006039403150000118	-0.0006039403150000118
Negative	8	TCF3_5_from_E2A_transfac_M00973.mlp	-0.0005473841766666674	-0.0005473841766666674
Negative	9	FOXI1_3_from_FOXI1_jolma_full_M414.mlp	-0.0003127775716666701	-0.0003127775716666701
Negative	10	SP1_known4_from_SP1_3_from_Sp1_transfac_M00931.mlp	-0.00016797666666666547	-0.00016797666666666547
Negative	11	SP1_known9_from_SP3_2_from_SP3_jolma_DBD_M30.mlp	-0.00016613316500000002	-0.00016613316500000002
Negative	12	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	-0.00016370276666666578	-0.00016370276666666578
Negative	13	EGR1_known4_from_EGR_2_from_KROX_transfac_M00982.mlp	-0.00014505688833333342	-0.00014505688833333342
Negative	14	SP4_1_from_Sp4_bulyk_sc09-primary.mlp	-0.00013946318333333385	-0.00013946318333333385
Negative	15	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	-0.00013488273333333255	-0.00013488273333333255
