#	Sequence_name	INO80C;-;up1000;down1000;+rnd2::18:33077771-33078382
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	0.046137525758333325	0.046137525758333325
Positive	2	HOXD9_1_from_Hoxd9_jolma_DBD_M559.mlp	0.037654603508333336	0.037654603508333336
Positive	3	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.03410224816333331	0.03410224816333331
Positive	4	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.028364938804999934	0.028364938804999934
Positive	5	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	0.02695757478500001	0.02695757478500001
Positive	6	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	0.026055743213333347	0.026055743213333347
Positive	7	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	0.01940557881666666	0.01940557881666666
Positive	8	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	0.012900520344999993	0.012900520344999993
Positive	9	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.006386189110000003	0.006386189110000003
Positive	10	NKX6-2_1_from_Nkx6-2_transfac_M00489.mlp	0.006222328838333337	0.006222328838333337
Positive	11	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.0040843748450000135	0.0040843748450000135
Positive	12	NFATC2_1_from_NFATC2_jaspar_MA0152.1.mlp	0.002565581606666666	0.002565581606666666
Positive	13	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.0025218631183333293	0.0025218631183333293
Positive	14	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.0017351343283333244	0.0017351343283333244
Positive	15	EN1_2_from_En1_jaspar_MA0027.1.mlp	0.0013377576783333348	0.0013377576783333348
Negative	1	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-0.2831042532916667	-0.2831042532916667
Negative	2	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	-0.16114239372999997	-0.16114239372999997
Negative	3	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	-0.002341099251666655	-0.002341099251666655
Negative	4	OTX_1_from_OTX_transfac_M01117.mlp	-0.0019409474199999948	-0.0019409474199999948
Negative	5	HOXD8_2_from_HOXD8_jolma_DBD_M550.mlp	-0.0019216297866666663	-0.0019216297866666663
Negative	6	FOXJ3_2_from_FOXJ3_jolma_DBD_M419.mlp	-0.0013893166466666695	-0.0013893166466666695
Negative	7	HMGA1_2_from_HMGIY_transfac_M01010.mlp	-0.0008121639483333318	-0.0008121639483333318
Negative	8	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	-0.0006311406500000018	-0.0006311406500000018
Negative	9	ZBTB14_3_from_Zfp161_bulyk_sc09-primary.mlp	-0.00029801684833333334	-0.00029801684833333334
Negative	10	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	-0.00025213639999999463	-0.00025213639999999463
Negative	11	ARID3A_2_from_Arid3a_bulyk_sc09-primary.mlp	-0.0002039354850000004	-0.0002039354850000004
Negative	12	ELF5_1_from_ELF5_jaspar_MA0136.1.mlp	-0.00019640735000000416	-0.00019640735000000416
Negative	13	FOXJ1_1_from_HFH4-(FOXJ1)_transfac_M00742.mlp	-0.00018090352000000115	-0.00018090352000000115
Negative	14	FEV_1_from_FEV_jaspar_MA0156.1.mlp	-0.000111580271666667	-0.000111580271666667
Negative	15	ETV6_2_from_ETV6_jolma_full_M108.mlp	-9.901284333333094e-05	-9.901284333333094e-05
