#	Sequence_name	INO80C;-;up1000;down1000;+rnd449::18:33078218-33078829
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	SP1_known4_from_SP1_3_from_Sp1_transfac_M00931.mlp	0.015765733333333334	0.015765733333333334
Positive	2	NKX3-1_4_from_Nkx3-1_bulyk_cell08-2923.2.mlp	0.014800468481666667	0.014800468481666667
Positive	3	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.0027911896316666442	0.0027911896316666442
Positive	4	TEAD2_1_from_ETF_transfac_M00695.mlp	0.0023470549149999832	0.0023470549149999832
Positive	5	PAX4_4_from_Pax-4_transfac_M00380.mlp	0.0009561725000000052	0.0009561725000000052
Positive	6	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	0.0009171936216666657	0.0009171936216666657
Positive	7	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	0.000837324083333334	0.000837324083333334
Positive	8	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	0.0007893123083333258	0.0007893123083333258
Positive	9	EGR1_known4_from_EGR_2_from_KROX_transfac_M00982.mlp	0.0006651339049999996	0.0006651339049999996
Positive	10	SP1_known1_from_SP1_1_from_Sp1_transfac_M00008.mlp	0.0006007849833333324	0.0006007849833333324
Positive	11	ZNF740_2_from_ZNF740_jolma_DBD_M50.mlp	0.0003878064500000011	0.0003878064500000011
Positive	12	SP1_known9_from_SP3_2_from_SP3_jolma_DBD_M30.mlp	0.00030097114999999656	0.00030097114999999656
Positive	13	MZF1_1_from_MZF1_transfac_M00083.mlp	0.000292690500000001	0.000292690500000001
Positive	14	KLF16_1_from_KLF16_jolma_DBD_M23.mlp	0.00019768994333333652	0.00019768994333333652
Positive	15	MAZ_1_from_MAZ_transfac_M00649.mlp	5.6461816666667804e-05	5.6461816666667804e-05
Negative	1	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.04004066666666667	-0.04004066666666667
Negative	2	IKZF2_1_from_Ik-2_transfac_M00087.mlp	-0.037673786755	-0.037673786755
Negative	3	WT1_1_from_WT1_transfac_M01118.mlp	-0.020420485458333335	-0.020420485458333335
Negative	4	FOXL1_2_from_FOXL1_jaspar_MA0033.1.mlp	-0.005219005434999993	-0.005219005434999993
Negative	5	HOXD8_2_from_HOXD8_jolma_DBD_M550.mlp	-0.002877825713333332	-0.002877825713333332
Negative	6	HOXA4_1_from_HOXA4_transfac_M00640.mlp	-0.0006956926833333373	-0.0006956926833333373
Negative	7	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	-0.0006098695166666621	-0.0006098695166666621
Negative	8	FOXJ3_2_from_FOXJ3_jolma_DBD_M419.mlp	-0.00048720875166666624	-0.00048720875166666624
Negative	9	HMGA1_2_from_HMGIY_transfac_M01010.mlp	-0.00037992891166666607	-0.00037992891166666607
Negative	10	BPTF_1_from_FAC1_transfac_M00456.mlp	-0.00029332509666666777	-0.00029332509666666777
Negative	11	FOXJ1_1_from_HFH4-(FOXJ1)_transfac_M00742.mlp	-0.00026194302000000057	-0.00026194302000000057
Negative	12	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	-0.00019847858333332422	-0.00019847858333332422
Negative	13	CDX_1_from_Cdx_transfac_M00991.mlp	-2.3526650000001948e-05	-2.3526650000001948e-05
Negative	14	CACD_2_from_CACD_transfac_M01113.mlp	-4.989466666656535e-06	-4.989466666656535e-06
