#	Sequence_name	BCL2;-;up1000;down1000;dup0;+rnd221::18:60987443-60988054
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	AHR::ARNT_3_from_Arnt::Ahr_jaspar_MA0006.1.mlp	0.2910034321033333	0.2910034321033333
Positive	2	TEAD2_1_from_ETF_transfac_M00695.mlp	0.20391485693333336	0.20391485693333336
Positive	3	WT1_1_from_WT1_transfac_M01118.mlp	0.09359210473333333	0.09359210473333333
Positive	4	MEIS2_3_from_Meis2_jolma_DBD_M167.mlp	0.07057318412	0.07057318412
Positive	5	FOXP3_2_from_FOXP3_jolma_DBD_M437.mlp	0.016415925332833335	0.016415925332833335
Positive	6	FOXK1_4_from_Foxk1_jolma_DBD_M448.mlp	0.002320546630000002	0.002320546630000002
Positive	7	FOXJ3_2_from_FOXJ3_jolma_DBD_M419.mlp	0.0008169852916666646	0.0008169852916666646
Positive	8	FOXO4_2_from_FOXO4_transfac_M00476.mlp	8.460368333333342e-05	8.460368333333342e-05
Positive	9	HBP1_1_from_Hbp1_bulyk_sc09-primary.mlp	1.0572300000001134e-05	1.0572300000001134e-05
Positive	10	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	8.098502833333393e-06	8.098502833333393e-06
Negative	1	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	-0.07074086579999996	-0.07074086579999996
Negative	2	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	-0.044851485305166666	-0.044851485305166666
Negative	3	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	-0.01793291356816667	-0.01793291356816667
Negative	4	FOXO6_2_from_FOXO6_jolma_DBD_M435.mlp	-0.006508326433666667	-0.006508326433666667
Negative	5	FOXO4_4_from_FOXO4_jolma_DBD_M432.mlp	-0.0058851667366666685	-0.0058851667366666685
Negative	6	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.00582947529833333	-0.00582947529833333
Negative	7	FOXO1_3_from_FOXO1_jolma_DBD_M425.mlp	-0.005551695796666666	-0.005551695796666666
Negative	8	FOXD2_2_from_FOXD2_jolma_DBD_M409.mlp	-0.004817314628333334	-0.004817314628333334
Negative	9	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	-0.004326867450499995	-0.004326867450499995
Negative	10	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	-0.0031284728266666732	-0.0031284728266666732
Negative	11	FOXG1_5_from_Foxg1_jolma_DBD_M442.mlp	-0.002549235290333333	-0.002549235290333333
Negative	12	SOX10_2_from_SOX10_jaspar_MA0442.1.mlp	-0.0019135432066666803	-0.0019135432066666803
Negative	13	SRY_1_from_SRY_transfac_M00148.mlp	-0.0017187014566666643	-0.0017187014566666643
Negative	14	FOXI1_3_from_FOXI1_jolma_full_M414.mlp	-0.0015688738785	-0.0015688738785
Negative	15	HLTF_1_from_Hltf_jaspar_MA0109.1.mlp	-0.001324210993000001	-0.001324210993000001
