#	Sequence_name	BCL2;-;up1000;down1000;+rnd9::18:60986370-60986981
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	AHR::ARNT_3_from_Arnt::Ahr_jaspar_MA0006.1.mlp	0.18012720737166665	0.18012720737166665
Positive	2	PAX2_2_from_Pax-2_transfac_M00486.mlp	0.14081747743833334	0.14081747743833334
Positive	3	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.11390224487666661	0.11390224487666661
Positive	4	ETS_2_from_Ets_transfac_M00971.mlp	0.07393157513666665	0.07393157513666665
Positive	5	POU3F1_3_from_POU3F1_jolma_DBD_M214.mlp	0.07288542183333332	0.07288542183333332
Positive	6	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	0.06391638843500003	0.06391638843500003
Positive	7	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.05897485463833335	0.05897485463833335
Positive	8	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	0.052749446481666684	0.052749446481666684
Positive	9	POU3F4_3_from_POU3F4_jolma_DBD_M221.mlp	0.04572188888333333	0.04572188888333333
Positive	10	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.04404386157666662	0.04404386157666662
Positive	11	NKX2-1_1_from_TTF1-(Nkx2-1)_transfac_M00432.mlp	0.034106743790000005	0.034106743790000005
Positive	12	FEV_1_from_FEV_jaspar_MA0156.1.mlp	0.025316344066666677	0.025316344066666677
Positive	13	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.016038013285000013	0.016038013285000013
Positive	14	HDX_1_from_Hdx_bulyk_cell08-3845.3.mlp	0.014694336806666668	0.014694336806666668
Positive	15	ZBTB33_known1_from_ZBTB33_1_from_KAISO_transfac_M01119.mlp	0.008448197173333333	0.008448197173333333
Negative	1	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	-0.18260657961500001	-0.18260657961500001
Negative	2	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.15975628034666667	-0.15975628034666667
Negative	3	MEIS2_3_from_Meis2_jolma_DBD_M167.mlp	-0.15457752304166666	-0.15457752304166666
Negative	4	ZBTB14_3_from_Zfp161_bulyk_sc09-primary.mlp	-0.11539054208333333	-0.11539054208333333
Negative	5	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	-0.07676973385666669	-0.07676973385666669
Negative	6	POU3F3_1_from_Pou3f3_bulyk_cell08-3235.2.mlp	-0.015082470549999998	-0.015082470549999998
Negative	7	MZF1_1_from_MZF1_transfac_M00083.mlp	-0.012659670720000004	-0.012659670720000004
Negative	8	PBX1_3_from_Pbx-1_transfac_M01017.mlp	-0.011648244481666667	-0.011648244481666667
Negative	9	ZBTB14_1_from_ZF5_transfac_M00333.mlp	-0.007681416666666666	-0.007681416666666666
Negative	10	SP4_1_from_Sp4_bulyk_sc09-primary.mlp	-0.006665299242	-0.006665299242
Negative	11	IKZF2_1_from_Ik-2_transfac_M00087.mlp	-0.005433275193333331	-0.005433275193333331
Negative	12	POU1F1_4_from_POU1F1_jolma_DBD_M205.mlp	-0.003614303406666669	-0.003614303406666669
Negative	13	HMGA1_2_from_HMGIY_transfac_M01010.mlp	-0.002647412200000003	-0.002647412200000003
Negative	14	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	-0.002098056149999997	-0.002098056149999997
Negative	15	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	-0.0016277231366666678	-0.0016277231366666678
