#	Sequence_name	AC012123.1;+;up1000;down1000;+rnd798::18:30349801-30350412
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	TFCP2_2_from_LBP-1_transfac_M00644.mlp	0.033375499999999995	0.033375499999999995
Positive	2	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	0.014148868973333327	0.014148868973333327
Positive	3	ELF5_1_from_ELF5_jaspar_MA0136.1.mlp	0.0029596702833333305	0.0029596702833333305
Positive	4	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	0.0021941967983333324	0.0021941967983333324
Positive	5	NKX3-1_4_from_Nkx3-1_bulyk_cell08-2923.2.mlp	0.0010153435408333333	0.0010153435408333333
Positive	6	TEAD2_1_from_ETF_transfac_M00695.mlp	0.0007432378666666889	0.0007432378666666889
Positive	7	FOXO4_2_from_FOXO4_transfac_M00476.mlp	0.0006851209906666664	0.0006851209906666664
Positive	8	IRX2_1_from_Irx2_bulyk_cell08-0900.3.mlp	0.00045182751	0.00045182751
Positive	9	IRX6_1_from_Irx6_bulyk_cell08-2623.2.mlp	0.000400488593	0.000400488593
Positive	10	ETV6_2_from_ETV6_jolma_full_M108.mlp	0.0003728631716666671	0.0003728631716666671
Positive	11	IRX5_1_from_Irx5_bulyk_cell08-2385.1.mlp	0.00024083290833333331	0.00024083290833333331
Positive	12	IRX3_1_from_Irx3_bulyk_cell08-0920.1.mlp	0.00023302091449999997	0.00023302091449999997
Positive	13	IRX3_2_from_Irx3_bulyk_cell08-2226.1.mlp	0.0001784932746666666	0.0001784932746666666
Negative	1	TFAP2_known1_from_TFAP2_1_from_AP-2_transfac_M00189.mlp	-0.09809325885000003	-0.09809325885000003
Negative	2	KLF16_1_from_KLF16_jolma_DBD_M23.mlp	-0.09115521915000001	-0.09115521915000001
Negative	3	FOXO4_1_from_FOXO4_transfac_M00472.mlp	-0.040845307118333334	-0.040845307118333334
Negative	4	FOXC1_7_from_Foxc1_jolma_DBD_M439.mlp	-0.032646229925	-0.032646229925
Negative	5	NFATC2_1_from_NFATC2_jaspar_MA0152.1.mlp	-0.02618516345333334	-0.02618516345333334
Negative	6	FOXO1_1_from_FOXO1_transfac_M00473.mlp	-0.01712564704166667	-0.01712564704166667
Negative	7	FOXL1_4_from_FOXL1_jolma_full_M423.mlp	-0.015331898660666669	-0.015331898660666669
Negative	8	FOXO1_3_from_FOXO1_jolma_DBD_M425.mlp	-0.015084809229999998	-0.015084809229999998
Negative	9	FOXO4_4_from_FOXO4_jolma_DBD_M432.mlp	-0.009681141825333335	-0.009681141825333335
Negative	10	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.005823349421500001	-0.005823349421500001
Negative	11	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	-0.002596770316666676	-0.002596770316666676
Negative	12	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.0025362138166666686	-0.0025362138166666686
Negative	13	FOXO6_2_from_FOXO6_jolma_DBD_M435.mlp	-0.0016384832688333335	-0.0016384832688333335
Negative	14	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	-0.0013275361666666688	-0.0013275361666666688
Negative	15	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	-0.0007830270333333352	-0.0007830270333333352
