#	Sequence_name	BCL2;-;up1000;down1000;+rnd469::18:60986830-60987441
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	0.2386302069916667	0.2386302069916667
Positive	2	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	0.15743819568500003	0.15743819568500003
Positive	3	ETV6_2_from_ETV6_jolma_full_M108.mlp	0.025092354696666666	0.025092354696666666
Positive	4	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	0.023754072796666668	0.023754072796666668
Positive	5	ETS_2_from_Ets_transfac_M00971.mlp	0.023548644686666675	0.023548644686666675
Positive	6	TEAD2_1_from_ETF_transfac_M00695.mlp	0.019341231600000095	0.019341231600000095
Positive	7	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.011240564843333349	0.011240564843333349
Positive	8	HBP1_1_from_Hbp1_bulyk_sc09-primary.mlp	0.009545340680000002	0.009545340680000002
Positive	9	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	0.008340225533333313	0.008340225533333313
Positive	10	HOXD8_2_from_HOXD8_jolma_DBD_M550.mlp	0.006434023919166667	0.006434023919166667
Positive	11	ARID3A_2_from_Arid3a_bulyk_sc09-primary.mlp	0.004831402149999995	0.004831402149999995
Positive	12	POU3F1_3_from_POU3F1_jolma_DBD_M214.mlp	0.003955635941666666	0.003955635941666666
Positive	13	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.0033345000000000002	0.0033345000000000002
Positive	14	POU3F4_3_from_POU3F4_jolma_DBD_M221.mlp	0.0025516151515	0.0025516151515
Positive	15	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.001874227525000003	0.001874227525000003
Negative	1	MZF1_1_from_MZF1_transfac_M00083.mlp	-0.04528401495000003	-0.04528401495000003
Negative	2	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	-0.043641230883333305	-0.043641230883333305
Negative	3	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.03893189026333335	-0.03893189026333335
Negative	4	WT1_1_from_WT1_transfac_M01118.mlp	-0.031043374400000014	-0.031043374400000014
Negative	5	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	-0.014004714083333333	-0.014004714083333333
Negative	6	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.008698363499999999	-0.008698363499999999
Negative	7	CEBPB_known7_from_CEBP_5_from_CorEBP_transfac_M00912.mlp	-0.008110870333666668	-0.008110870333666668
Negative	8	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	-0.004852249999999994	-0.004852249999999994
Negative	9	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	-0.004737923753333348	-0.004737923753333348
Negative	10	PAX2_2_from_Pax-2_transfac_M00486.mlp	-0.00464952449166665	-0.00464952449166665
Negative	11	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	-0.004628983333333334	-0.004628983333333334
Negative	12	ZNF281_1_from_Zfp281_bulyk_sc09-primary.mlp	-0.00406643166666664	-0.00406643166666664
Negative	13	SP1_known1_from_SP1_1_from_Sp1_transfac_M00008.mlp	-0.0038266748833333496	-0.0038266748833333496
Negative	14	RUNX2_1_from_AML1a_transfac_M00271.mlp	-0.0033240188449999773	-0.0033240188449999773
Negative	15	RUNX1_7_from_AML1_transfac_M00751.mlp	-0.0030934425166666865	-0.0030934425166666865
